review,rating,sentiment
종교적 믿음이 있어야 100% 공감할 수 있는 책이네요 전 무교라서 좀 아쉬웠음,3,neutral
좋은 에세이,5,positive
기대하고 샀습니다. 많은 도움이 되길..,3,neutral
좋은 책이네요!,3,neutral
부담없이 읽으면서 평범한 사람들이 위로와 용기를 얻을 수 있는 책!,5,positive
잠깐의 마음의 안식처가 되어주었다.,5,positive
얇아서 금방 읽었어요,4,positive
가볍게 읽기 좋은책. 깊이가 있지는 않다.,3,neutral
앞뒤가 막힌듯한 느낌...감사는 마지막까지 우리와 함께하는 영혼의 고귀한 표현...,3,neutral
나에게 필요한,5,positive
가져다니면서 읽기좋아요..필요한부분만 찾아읽어도 좋아요,3,neutral
"인생의 가을, 겨울을 손 잡고 걸어줄 수 있을만한 멋진 에세이네요!",5,positive
딱2개 읽다가 좀 어이없는 부분이 있어서 팔아버렸음.,2,negative
일본극우. 절대 사지않고 읽지않기. 실천해본다.,1,negative
굿,4,positive
"많은 관계들, 것들에 지쳐있는 당신에게",3,neutral
간단히 읽을 수 있는 수준이고 가볍고 얇아요.일본우익이 쓴글이라서 아쉽네요.,3,neutral
휴대하기 편하고 부담없이 가볍게 읽히네요. 인생 선배의  따드한 가르침.,3,neutral
산 걸 후회하는 유일한 책,1,negative
작고 얇아요. 내용도 그다지.,2,negative
표지가 마음에 들어 골랐던 책이었는데 글도 편하게 읽기에 좋았습니다.,4,positive
특별하지도 않은 글을 쓰는 우익작가의 책을 굳이 이렇게 사서 봐야 하는 것일까...씁쓸하다,1,negative
작고 간결하지만 내용이 딱히 공감은 가지않는다 괜히선물도했따,2,negative
저한텐 좀 안맞았던 내용이 많아서요 ㅠㅠ,1,negative
꼰대인 줄 알았으나 몇몇 부분은 공감갔어요,3,neutral
처음 읽어보는 하루키 책인데 정말 잘 읽었습니다.,5,positive
일단 무라카미 하루키니까 믿고 읽는다.,3,neutral
잘받았습니다,5,positive
아직 하루키의 문학은 모르겠다. 하지만 어떤 마음으로 이책을 썼는지 알 것 같기도.,3,neutral
"오랜만에 읽은 소설책~
괜찮았어요.",4,positive
잘 읽힌다. 그러나 아쉽다.,4,positive
마지막으로 읽은 하루키 소설.,2,negative
지루,3,neutral
감히 하루키 소설의 백미라고 칭하고 싶습니다.,5,positive
하루키라면 더 잘 쓸 수 있었을텐데..,1,negative
1편에 비해서는 속도감있게 읽혀져서 다행이다.. 생각이 드는.. 지나친 기대였나?,3,neutral
실망스럽네요. 설마 뭔 이야기가 더 있겠지 했는데 끝나버리는,2,negative
작가의 명성에 의해 베스트셀러가 된 그저그런 소설...,1,negative
이거 뭔가요? 엄청나게 일 벌려놓고 수습하다 만 느낌?,3,neutral
역시 믿고 보는 책입니다,4,positive
재밋습니다 단지 아쉬운건 한가지 내용이나 사건 느낌을 여러번 반복해서 쓰고 또 써놧네요,3,neutral
그냥저냥..,2,negative
읽으며 화가났다,1,negative
가속의 시대에 어떻게 살아가야할지 저자의 생각이 궁금합니다,5,positive
첨으로 소설 아닌 책 사보는데 재밌는데 어려움,3,neutral
"모두가 아는 기술 변화, 사회 변화 뉴스를 짜집기한 수준!!",1,negative
"방관자, 합리화;
이게 세계문학? 책장 자리도 아깝다",1,negative
응 ????? 하면서 읽었던,3,neutral
평가가 갈리는 책이라 호기심에 구입! 내가 읽고 판단해야지!,4,positive
음?,2,negative
잘읽을게요,5,positive
기가 쭉쭉 빨리네,3,neutral
"여러 일들에 대한 주인공의 태도가 비정상적이지만, 이유는 정상적이다. 인간의 모순이 드러남",5,positive
모든 것은 지나간다는 것 뿐입니다.,5,positive
부록이 아쉬워서,3,neutral
중이병 거울치료제로 위안받기,5,positive
여자 얘기 그만합시다.. 돈 알아서 다쓰세요,1,negative
한번쯤 읽어보시면 좋을 책,3,neutral
어렵고 어둡고 우울하네요,3,neutral
사람 열받게 하는 책. 책 실격,1,negative
재밌게 잘 봤습니다. 다시 읽어보려구요,3,neutral
한 점 부끄럼 없기를,3,neutral
이게뭔가 읽으면서 나락으로 빠지는듯한../,2,negative
그냥ㅈ일본문학이엇다,1,negative
상당히 난해함. 일반적인 사람이라면 사고의 괴리감을 느낄듯....,3,neutral
잘 읽었습니다.,4,positive
다크한 내용 그래도 재미남,5,positive
애정결핍 + 자기가 특별한 줄 아는 자의식과잉의 합리화책 잘봤습니다.,1,negative
내 생에 유일하게 10점 만점을 줄 수 있는 작품.,5,positive
술과 마약에 찌든 대지주의 아들 이야기로 읽힌다.,2,negative
"인간 실격,,,우리 모두의 자화상입니다",3,neutral
내용이 제 취향이 아니네요 ㅠㅠ,2,negative
우울하고 처지네요,2,negative
잘봤습니다,5,positive
추악한 실격은 아니다. 도전적인 실격과 추악이었다.,5,positive
예민하고 나약한 인간의 모습을 잘 표현한...그러나 요조를 이해하기는 애매한,3,neutral
친구 사주려고 샀는데 좋아요 표지도 예쁘도 제목조 예브고,2,negative
어 생각보다.. 제타입은 아닌거 같아요.. 서점에서 훑어볼땐 괜찮았었는데...,3,neutral
구원은 내가 원하는 것을 주는 방식이 아니라 내가 원했던 마음을 가져가는 것으로 찾아온다,5,positive
술술 읽힙니다,3,neutral
최공,5,positive
한 번 정도는 읽을만한데.. 손이 잘 안가는 책. 문체가 조금 부담스럽다,3,neutral
뻔한 이야기지만 긍정적인 말버릇으로 바꿔야겠다고 생각했습니다,4,positive
저자가 이런 책을 써서 돈 벌게 된다고 우주님이 말해줬다더라,1,negative
간절히 원하면 온 우주가 도와준다? 최근 읽은 책 중 최악입니다,1,negative
너무 잔잔해서 제 취향은 아니였어요,3,neutral
"가볍게 책장이 넘겨졌고, 위로가 되었다",5,positive
긴 여운을 남기는 도서였어요.,3,neutral
박준님 글 너무 좋습니다 그래서 구매했어요,5,positive
"말에대한 글귀가 눈에띄어 사서 봤는데
생각보다 너무 별로..전반적으로 산만하고 아마추어같다",2,negative
처음 읽는 산문집. 군데군데 와닿는 말이 있어서 포스트잇으로 붙여놨어요.,4,positive
친구선물로 재구매했어요,5,positive
"기대하고 읽은 것도 아니었지만 제목이 주는 임팩트가 강해서 조금이나마 기대했는데, 별로",2,negative
눈물이 안 나오네요,2,negative
진짜 돈아깝네,1,negative
같이 울자고 꼬득이진 말았어야지,2,negative
제 타입은 아니에용,2,negative
그냥 무난했어요,3,neutral
생의 치열한 사유가 쏙 빠진...시인의 글은 그저 문자일뿐...가볍다,2,negative
추천합니다,5,positive
감흥이 별로 없는 문장들. 마음에 와닿지 않는다. 책에 글자수가 너무적다...,2,negative
드라마 보다가 구입했어요. 술술 읽혀요.,2,negative
"산문집이라 읽기 편하긴한데, 내용이 그렇게 와닿진 않았습니다.",3,neutral
울어요 우리~! 함께 울어주는 시인.,5,positive
잘 읽었어요,5,positive
위로가 필요할 때 자주 선물해주는 책 입니다. 저 또한 이 책을 통해 많은 위로를 받았고요,5,positive
좋아요,5,positive
1년 뒤에 다시 읽으면 또다르게 다가올 책,3,neutral
기대를 많이 한건지 읽기는 편한데 썩 와닫지는 않네요.,3,neutral
술술 읽히는 책이에요,3,neutral
무난합니다.,3,neutral
출판사는 박준 작가를 이런식으로 소모시키지 않았으면 좋겠습니다.,1,negative
간결하고읽기좋아요,3,neutral
"잘 읽어 보도록 하겠습니다,",5,positive
구매 전 기대가 컸거나 읽을 때 마음이 바빴던 걸까요,3,neutral
읽기편해여.너무 무겁지않구.좋으네여,4,positive
제목때문에 구입했는데 내용은 제목만큼은 아니에요,3,neutral
생각을 하게 만드는 글귀들 감사합니다,5,positive
작가의 개인적인 이야기가 담겨있고 한없이 우울한 책.,2,negative
깊이있는 책은 아닙니다,2,negative
운다고 달라지는 일은 아무것도 없겠지만,2,negative
너무 돈아까움ㅜ 감동도 없고 재미도 없고 하나마나한 말 일기처럼 끄적인게 다입니다. 실망,1,negative
제목부터 마음에 쏙!,5,positive
잘 읽었습니다,3,neutral
따뜻한 책이었어요,5,positive
잘봤습니다,3,neutral
잘 읽었습니다^^,3,neutral
이제는 특유의 감성이 물씬 울려퍼지는구나.,3,neutral
그냥 읽는게 답,5,positive
좋아요,1,negative
재밌게 읽었어요,4,positive
재밌습니다,5,positive
잘 읽었어요,3,neutral
전문적 지식이 뛰어나지만 무엇을 말하려는지가 잡히지 않네요.,1,negative
굉장히 독특한 시적 문체,3,neutral
난해한문체. 재밌는게 아니라 지겨움,1,negative
잘읽었습니다,3,neutral
별로입니다,2,negative
많은 생각을 하게 만들어 주는 책이네요... 좋은 영감을 갖게 해줍니다.,5,positive
"어디서 본 듯한 인물과 소재, 서사. 그래도 잘 읽히긴 한다.",3,neutral
"화제의 책 추천도서를 통해 알게 되었네요, 잘 읽어 보도록 하겠습니다,",5,positive
믿고 보는 천명관 작가의 소설!!! 기대기대!!!,5,positive
천명관 님 고령화가족 같은 소설 다시 써주세요 이건 아니올시다,1,negative
최고의 기대작,5,positive
선물하려구 재구매했어요,5,positive
오래 기다렸지? 일단 이거라도 읽고 더 기다려보라고 던져준 에피타이저 같은 책ㅜ,3,neutral
많이 기다린 신작.이야기 조각을 엮는 고리들이 조금 더 촘촘하면 좋았을텐데 하는 욕심.,3,neutral
탁월한 이야기꾼이라는 천명관이 이런 어설프고 유치한 소설을 썼다고??,2,negative
글쎄...실망이네요,3,neutral
최악입니다 고래를 어떻게 쓴걸까요,1,negative
천명관 작가 작품 거의 다 읽었는데...다음 작품 기대해봅니다. 화이팅하세요!,2,negative
예약해서 보름 기다려받았는데 감성 코드가 안맞네요,1,negative
기대에 비해 조금은 실망했습니다,2,negative
이 책은 제 취향보다 더 잔잔하네요,3,neutral
잘읽었습니다,4,positive
뭔가 먹먹합니다,3,neutral
감동적인 이야기가 가슴을 울리네요,5,positive
전작에 이어 이번에도 믿고보는 작가!!,5,positive
선물용,5,positive
재미있게 잘 읽었습니다.,3,neutral
전 크게.집중되진 못했네요,3,neutral
내용도 잘 이해가 안가고 저는 재미없게 읽었어요. 다른건 재밌게봤어요,2,negative
기대되용,2,negative
세간의 평가와 마케팅에 비해 빈약한 내용이라 실망입니다,2,negative
잘 봤습니다.,3,neutral
"어쩌다어른을 보고구매해서인지 같은 내용이네요
좋은 정보감사합니다",3,neutral
좋아요.,5,positive
좋은 구절이 많네요,5,positive
책을 양으로 소개하는 저자의 말에 충격받아 읽어보니 역시 이분은 닥치는대로 대충 읽기네요,1,negative
알찬 분류별 추천도서. 1부 2부 구성 또한 각각의 매력이 있어요. 즐겁게 읽었습니다.,4,positive
완전 독서 초보분들에게 추천,3,neutral
제 멋대로 독서를 지지받고 싶었어요. 단 추천 500권은 참고만. 싫어하는 책 몇 개 띔.,5,positive
추천도서 목록때문에 구입했어요,2,negative
내용 형식등에서 성의 부족. 부록인 추천도서가 진짜 알맹이.,2,negative
책 읽는 법을 굳이 책을 읽어서 알아야 하나?,1,negative
스스로 독서법이 되길 거부하는 따뜻한 책,3,neutral
알차요,4,positive
책을 막 읽고싶어져요.,5,positive
읽고있는 행위 자체가 즐거움...,4,positive
독서를 좋아하는 이동진 인터뷰,2,negative
그의 책사랑은 본받을만해요.,3,neutral
독서에 대한 부담감이 줄었어요,3,neutral
괜찮군요,3,neutral
돈 주고 사기에는 아깝다. 그냥 빌려보는 걸 추천,2,negative
쏘쏘... 처음부터 끝까지 한가지 얘기... 별 내용이 없다,2,negative
주문을 주말에해서그런지 늦게도착했어요! 이제부터 재미나게읽어보겠습니다.,3,neutral
좋은책 잘 읽었어요.,5,positive
장기기증에 대한 이야기,5,positive
재밌어여,3,neutral
좋은 내용 기대합니다.,5,positive
난해한문체. 재밌는게 아니라 지겨움,1,negative
아쉬움이 남습니다,3,neutral
전문적 지식이 뛰어나지만 무엇을 말하려는지가 잡히지 않네요.,1,negative
저한테는 기억에 대한 현실적인 조언없이 개인의견이나 이론만 내놓은 책이었습니다,1,negative
잘 읽었습니다.,5,positive
잘 읽었습니다.,3,neutral
평소 직설적인 말투로 고민이 많았는데 도움많이받았으면 합니다,5,positive
잘읽었습니다 ^^,5,positive
말투의 변화가 불러오는 힘,5,positive
흠...바로 저에게 필요한 책이네요. 바로 겟아이템이에요.,5,positive
잘 읽었어요,5,positive
소중한 사람과 인생을 함께하고 싶다면 말투관리는 필요하다.,3,neutral
편안하게 잘 읽어지네요,3,neutral
잘 보겠습니다,3,neutral
잘 읽었습니다.,3,neutral
당연하지만 실천은 쉽지않은 내용....누군가에게. 끊임없이 상처를 주진 않았는지 반성하게됨,4,positive
아는 이야기지만 글로 읽으니 실천이 중요할 것 같다,2,negative
뮌가...,3,neutral
소중한 사람과 인생을 함께하고 싶다면 말투관리는 필요하다.,3,neutral
미안하지만 회사를 다니지 않는 주부 입장에서는 도움 되지가 않네요. 사회초년생 용,2,negative
"쉽게 술술 읽히는 
작가의 자서전 잘 읽었습니다.",2,negative
식상하고 뻔한 도덕책 같은 내용,1,negative
"정말 이런거 남기는 스타일 아닌데 읽다가 포기, 읽다가 포기.. 그냥 뻔한말 총집합 ㅜㅜ",1,negative
너무 이론적이고 딱딱한 강의식 스타일~ 예도 별로 구체적이지않아요. 솔직히 돈아깝네요,1,negative
모든 사람이 읽고 실천했으면 하는 책,5,positive
기대를 너무 많이 했을까? 내용에 특별함이 없어서 좀 아쉬운 책이다.,3,neutral
인간관계 개선에 도움이 되는 책,5,positive
새로움도 특별함도 느껴지지 않은 내용이었어요.,1,negative
다들 알고는 있지만 실천하기 어려웠던 말투를 느끼게 함,3,neutral
내용이 뻔하고 별다른거 없습니다. 돈낭비하지마세요. 도서관가서30분이면 다 읽습니다,1,negative
평소 나의  말투를 반성하게 만든 책,5,positive
"다~ 아는사실 말투만으로 좋아 지지도 않는다는게 현실
진짜 지루하고 와닿지 않는다",1,negative
상식적이다.,2,negative
음... 약간 애매하다,3,neutral
그닥'....,3,neutral
깊이 있는 내용보다는 일반적 내용에 치중,2,negative
말 때문에 관계가 어려운 사람! 이 책을 추천한다!,3,neutral
고민이 많이 되네요,3,neutral
"제목을 바꿔 보고 싶다. ""모든 말투는 관계에서 시작된다""",4,positive
당연한 것 같지만 당연하지 않았던 기본 말투 점검부터 시작하기,4,positive
"저자의 실제 사례를 들어 표현해서공감가는 내용으로
나를 돌아보게 되었네요",4,positive
작가 자서전인줄..... 제목만 거창하네요.,1,negative
정신병 맞음,1,negative
중간 이후로는 같은 내용 말 반복. 조금 지루함,3,neutral
"불편하신 남자분들이 많은 것으로 보아, 이 책은 훌륭한 책이 틀림없다",5,positive
감흥이 별로 없는 문장들. 마음에 와닿지 않는다. 책에 글자수가 너무적다...,2,negative
기대를 많이 한건지 읽기는 편한데 썩 와닫지는 않네요.,3,neutral
그냥 무난했어요,3,neutral
도착. 얼른 읽어아지 ㅎ,4,positive
"말에대한 글귀가 눈에띄어 사서 봤는데
생각보다 너무 별로..전반적으로 산만하고 아마추어같다",2,negative
전에 드라마에서 나올때부터 읽고 싶어 구매했어요. 그런데 생각만큼은..,3,neutral
잔잔합니다,4,positive
재밌어요,5,positive
운다고 달라지는 일은 아무것도 없겠지만,2,negative
공감가는 이야기들,5,positive
그냥 잔잔하게 읽을만 합니다,3,neutral
생의 치열한 사유가 쏙 빠진...시인의 글은 그저 문자일뿐...가볍다,2,negative
구냥그래요,3,neutral
같이 울자고 꼬득이진 말았어야지,2,negative
"박준님의 시집을 잘 읽어서, 구매해봅니다.",5,positive
무난합니다.,3,neutral
제가 좋아하는 가수 에스엔에스에 올라왔길래 저도 읽어보려고 구매합니다,5,positive
달라지는 일은 아무것도 없겠지만 그래도,5,positive
깊이있는 책은 아닙니다,2,negative
운다고 달라지는 일은 아무것도 없겠지만,5,positive
드라마 보다가 구입했어요. 술술 읽혀요.,2,negative
너무 돈아까움ㅜ 감동도 없고 재미도 없고 하나마나한 말 일기처럼 끄적인게 다입니다. 실망,1,negative
운다고 달라지는건 없것지만 때론 울고 싶기도 하고  운다고 특별히 달라지는건 없것지만,3,neutral
눈물이 안 나오네요,2,negative
요새 책 주문한적이 없었는데... 박준시인의 책이고...해서 베스트셀러 상관없이 구매함,5,positive
와닿기도 했고 감흥없기도 했다.,3,neutral
출판사는 박준 작가를 이런식으로 소모시키지 않았으면 좋겠습니다.,1,negative
좋아요,1,negative
고등아들은 내용이 이해가 잘 안된다고 하네요.,3,neutral
문장이 너무 좋았다.,5,positive
선물용으로 구입했어요,5,positive
"울고 싶을 때마다 읽는 책, 달라지는 일은 없겠지만.",5,positive
좋아하는 가수 SNS에서 접하고 구매했는데 쉼없는 일상속에서 잔잔한 시간 가질수 있을것 같,5,positive
진짜 돈아깝네,1,negative
아직은 잘 모르겠음..,3,neutral
"나만 그런생각을 가지고있는게 아니라며, 외로운방에 혼자있을때 옆에서 조용히 토닥여주는 글",5,positive
"기대하고 읽은 것도 아니었지만 제목이 주는 임팩트가 강해서 조금이나마 기대했는데, 별로",2,negative
"많이 어렵지만, 어떤 부분은 위로가 되고 정서가 이해가 된다.",3,neutral
좋아요,5,positive
잘 읽었습니다^^,3,neutral
기대되는 책,3,neutral
술술 읽히는 책이에요,3,neutral
"절제된슬픔담담한희망,솔직함이보인다.작가자신이잘보이지않는다.",3,neutral
작가의 개인적인 이야기가 담겨있고 한없이 우울한 책.,2,negative
제 타입은 아니에용,2,negative
엄마가 읽어주다 울컥하게 되는 책이네요 참 좋은 책입니다,5,positive
"책 자체는 좋은데, 고양이 손이라도 빌린다는 말은 우리나라 속담이 아니라 일본 속담이에요.",3,neutral
일본작가의 고양이 도우미란 작품과 닮았네요..........,1,negative
재미있네요~~~,5,positive
따뜻해지는 마음,3,neutral
"작가의 경륜에 비해 성급한 글묶음인듯.
잔재미를얻고,작가소설에 깊이를 잃은듯",2,negative
경제사이클에 생화학적 요소를 접목시킨 독특한 이론이지만 설득력이 있네요,5,positive
"제목이나 목차에 현혹되기 쉬운 책이나
서평만 읽으면 나머지 내용은 군더더기..",1,negative
엄청난 진리가 담겨있으리라는 기대가 좀 어긋나네요,3,neutral
별루.....제 스탈의 책은 아니예요,1,negative
흥미롭게 읽었습니다,3,neutral
대한민국 모든 라면의 맛을 담은 ‘미슐랭 가이드’ 완전 보고싶네요^^,5,positive
전쟁 속 전투하는 여성들의 이야기,3,neutral
표지가 여러 모로 아쉬웠던 책,3,neutral
인터뷰식이라 잘안읽히고 전쟁 이야기보다 다른이야기가 많아서 별로였다,2,negative
남성 중심의 전쟁 시각에서 여성에게로 초점이 맞춰진 전쟁의참상 일독 필요성을 절감한다,5,positive
발표준비로 필요해서 샀는데 그냥 좋아서 읽게됐어요,5,positive
"1. 이야기가 난잡하고 중간중간에 빨치산, 공산주의자를 대놓고 미화하는 부분이 있습니다.",1,negative
내 태도에 대해서도 다시한번 생각해보게된다,3,neutral
책 목차보고 바로 주문했어요^^ 잘 읽을게요,5,positive
"제목 보고 그렇긴 하지 했는데
유인경 보고
접었다.
기억해라 군대발언",1,negative
번역때문인가... 생각했던 감동은 없었어요,3,neutral
기대됩니다.,5,positive
제목에 끌려 샀어요.  그냥 어머니를 향한 자서전  느낌!,2,negative
중년을 보내는 자세와 마음가짐서술...여성입장,3,neutral
"사십대 중반의 딸에게 선물했다
책을 읽고 많은 도움이 되어 중년의 시간들을 잘 보내기를.",3,neutral
공감되기보다는 본인의 고루한 편견을 강요하는느낌이 들어서 읽으면서 거부감이 느껴지네요,2,negative
제가 좋아하는 작가의 책입니다. 읽기 쉽고 공감이 많이 되는 책입니다.,5,positive
공감대가 없다. 내가 더 늙으면 이해할려나.. 읽다포기,2,negative
저도힘들어요..!,5,positive
번역때문인가... 생각했던 감동은 없었어요,3,neutral
제목에 끌려 샀어요.  그냥 어머니를 향한 자서전  느낌!,2,negative
이북으로 구매할 수 있게 이 책을 꼭 이북으로 만들어주시기를 부탁드립니다.,5,positive
페미는? 정신병이다~,1,negative
중간 이후로는 같은 내용 말 반복. 조금 지루함,3,neutral
남자 진화심리학자들!!! 연구윤리부터 다시 공부를!!!,5,positive
문장의 연결이 매끄럽지 못한 부분이 많이 보이나 참고 읽었다.,3,neutral
흥미유발 책일것 같아 빨리 읽어보고싶어요,5,positive
서랍을 더 만들기위해 새로운 경험을 추구하자,2,negative
요리는 과학이죠!,5,positive
받자마자 ㅠ 이렇게 얇은....,2,negative
요리책을 기대했으나 과학책..^^,3,neutral
요리가 아주 숭고하고 여려운 작업이라는 것을 알 수 있어요. ^^,5,positive
요리와 과학의 잃어버린 기억의 소환이랄까,2,negative
필요해서 샀어요.,3,neutral
죽음이나 흘러가는 삶에대한 이야기지만 너무 무겁지 않아서 좋았던 책!,5,positive
제목에 낚인 듯한 책...,3,neutral
처음 늙어보는 사람들에게 보내는 메세지가 아니라 불행을 겪은 꼰대 이야기에 불과했다,1,negative
"다이어트에 관심있는 엄마가 부탁한 책, 한 번쯤 읽어볼만하다.",3,neutral
아 책에 구체적인 내용이랄게 없습니다. 목차만 보고 속은 느낌입니다.,2,negative
다이어트 보다는 건강한 습관에 큰 도움이 되는 책,5,positive
그냥 그렇습니다.,3,neutral
여러 유쾌함들 중에서도 가장 ‘개념 있는’ 유쾌함 중의 하나,5,positive
이번건 좀 기대이하였어요..ㅜ,1,negative
이 책은 그냥 막 읽은 책....,2,negative
"재미와 더불어서 작품성을 가진 책이라고 생각하는데, 이 책은 독자를 끌어들이는 힘이 있네요",5,positive
기대를 많이했는데 기대만큼은 아니었어요. 유머코드가 맞지 않았던 듯합니다.,3,neutral
"기대 만큼은 아니예요.
단편이라고 하지만..그냥 가볍게 읽는 책이라곤 하지만...",1,negative
제목이 제일 재미있어요.,3,neutral
일상적인 이야기 속에 여러 감정들이 들어있는 짧은 글 들의 매력이 작가를 궁금하게 만듭니다,5,positive
그냥 심심풀이로 읽을 만한 정도,3,neutral
맘 편히 읽어보려고 구입했어요,5,positive
생각보다별로...집중도안되고 기억에 남지도않고..,1,negative
부모로서 공감,3,neutral
실천하는 지식인!! 직업의 가치관을 생활에 반영한 그가 정의로와 보인다,4,positive
비슷한 또래에 비슷한 처지에 있는 그...그래서일까 그의 글이 내 맘같다,5,positive
수학적 논지는 적고 나이많은 아빠의 육아일기내요. 오타도 많네요,3,neutral
생각이 많아진다. 그리고 아이에게 '수'를 친근하게 하고자하는경제학자의 미래보기에 동의한다,5,positive
육아일기에 가깝습니다. 저자의 결단에 감탄하고 육아 고충에 공감하며 읽었습니다.,3,neutral
이런 생활밀착형 경제서 좋아요,5,positive
무슨 내용인지 잘 모르겠어요. 육아 경제학이라는 데 육아일기가 좀 뒤섞여있는 느낌입니다.,1,negative
이건 아이를 키우는 아빠의 에세이다....육아경제학이라고 해서 샀는데 경제학은 일부다,1,negative
"2012년이황금돼지해인가요?용띠로알고있는데,자꾸그것만궁금해서읽다가 이내용만뱅글뱅글도네요ㅎ",3,neutral
경제랑은 거의 관계없는 신변잡기. 육아경제학이란 섭타이틀이 무색.,1,negative
걍 육아일기예요. 오자가 이렇게 많은 책은 또 첨봅니다. 한단락이 중복되어있기도. 비추,1,negative
역시나 현실을 잘 반영한 이야기,5,positive
이 책이 싫어서. 남의것 모조리 가져다 쓴. 겨우 몇명의. 그래서 편협한. 거짓사실.,1,negative
술술술 읽기는 편했어요,2,negative
"여전히 사자와 싸울 힘은 없지만, 톰슨가젤끼리 연대해서 살 수 있는 구조를 만들거야.",5,positive
재미있어요 술술 읽혀요,5,positive
계나를 비꼬는 것인가 아님 현실인 것인가. 판단은 각자의 몫,3,neutral
소설의 내용이 도저히 제목을 따라가지 못하는 용두사미인 책.,1,negative
장강명 작가는 제 취향 아닌걸로..,3,neutral
한국이 싫은게 아니라 자신에 대해 잘 모르는 청춘인듯...,2,negative
기대작입니다,3,neutral
"제목이 맘에 들어서 읽었는데, 짜임새와 내용이 허술한것 같아 많이 아쉽다..",1,negative
계나를 보며 현재에서 행복을 찾아야겠다고 느낀다.,3,neutral
허를 찌르는 현실 풍자의 묘미가 재미있습니다,4,positive
우리 시대를 반영하고 있는 소설.,3,neutral
"푸념, 자기 신세 한탄. 호주에서 조차 뚜렷한 인생을 찾지 못함. 어딜가나 똑같을 것임.",1,negative
호주간 친구 생각나요,4,positive
"주인공의 상황은 충분히 납득되지만, 대안으로 선택한 호주행은 글쎄...",3,neutral
"한국이 싫어서, 제목부터가 와 닿아서, 기대를 안고 읽었는데, 뭔가 읽다 만것 같은 느낌임",3,neutral
그렇게 와닿지 않았던 책..,2,negative
한국의  단점을 조목조목 알려주는 책. 그런데 이민만이 정답은 아닌듯,3,neutral
쉽게 읽히지만 공감가지 않는 주인공의 심리,2,negative
글쎄... 주인공의 말과 마인드가 패배의식에 사로잡혀있다.처음부터 끝까지.,3,neutral
읽고 싶었던 도서,4,positive
'한국이 싫어서?' 그럼 한국에서 떠나고 흔적도 남기지 말어. 모국도 엄마도 싫으면 말이다,1,negative
술술넘어가는데 안타까운 현실,4,positive
가볍게 읽기 좋아요,3,neutral
"자신의 경험도 아닌, 호주 워홀러들의 이야기를 블로거 수준으로 쓰는 건 아주 쉬운 일이다.",1,negative
문제의식부터 문제가 있는 작품,2,negative
지하철2호선...특히 신도림에서 사당구간,3,neutral
세상서 외면당한 젊은 세대의 처절한 삶의 선택,3,neutral
마치 내가 주인공인 된 것 같은 느낌이 들어 더욱 몰입이 잘 되었습니다.,5,positive
순식간에 읽게되지만 길게 생각할수밖에 없는 책..,5,positive
읽기는 술술 읽어져요,3,neutral
통쾌한 이야기,4,positive
전형적인 남성이 그리는 '워홀 떠난 여자',2,negative
공감이 되네요,5,positive
"재미만 있는건 아닌, 생각도 하고 공감도 되고.. 이작가 좋아요.",5,positive
한국을 떠나는 사람들의 이해를 한국을 떠나지 않고도 이해할 수 있습니다.,5,positive
색깔만 가득한 생각 없는 이야기..철학도 없이 이것저것 엮은 것에 불과하다.,2,negative
좋은 글인 건 알겠지만 왠지 모르게 흡입력 없는 문장이다ㅠㅠ,3,neutral
앞으로가 더 기대되는 작가!!,5,positive
"내 머리가 나쁜가...
내용이 이해하기 어렵다. 
진도가 잘  안나가는..",1,negative
웹툰으로  봐도 될걸  책값이  아깝지만  끝까지  읽어볼랍다,1,negative
잘 읽었습니다.,3,neutral
삶과 일상에 대한 통찰력이 담겨져있는 만화입니다.,5,positive
왜나는 이책을 읽고 로랭가리소설 그로칼랭에 나오는. 쿠쟁이 떠올랐을까. 그저 감탄과 경이뿐,5,positive
읽어보세요,2,negative
잘 안읽어집니다.,2,negative
쉽게 읽힐 책이 아니라 다시 덮어두었습니다..,4,positive
저에겐 조금 난해하네요..,3,neutral
얇지만 어려운 책.,3,neutral
표지가 예뻐요. 잘읽을게요.,5,positive
나무를 보라는 표현만 없었어도..,2,negative
잘보겠습니다.,5,positive
저는 단편하고는 인연이 아닌든,3,neutral
시대의 흐름에 맞지 않은 뜬금없는 로맨스,2,negative
기대해본다.그녀의 다음 작품을.,3,neutral
잘읽었습니다,4,positive
"저자의 장편을 좋아했는데, 단편은 정말 별로네요. 이 어정쩡한 느낌을 지울 수가 없네요.",2,negative
"하... [경애의 마음]이 너무 좋았어서
읽었는데 요번 작품은...
좀 많이 난해해요",2,negative
남자주인공과 여자주인공 두 감정이  이해가 된다면 나이가 든 걸까요? ^^,5,positive
매 단편이 끝날때마다 '뭐지?' 하며 이해할수가 없었네요. 제 취향은 아닌듯.,3,neutral
기대됩니다.,3,neutral
꼭 읽어봐야 할 고전이라고 해서 구매했습니다,3,neutral
잘 읽을께요!!,5,positive
글쎄요. 남들에게 명작이라고 하지만 저는 잘 모르겟습니다,2,negative
재밌게 봤습니다 첫문장부터 사람들 보기쉽게 해놓은게 티가 나요,5,positive
무난하게 읽었어요.,3,neutral
첫문장만 봐도 열린책들의 번역이 압도적으로 좋다,2,negative
난 예술을 모르나 보다. 좀 지루하고 공감도 안된다.,2,negative
영화를 보고 구입을 결심하에 되었습니다.,3,neutral
